Domicile,"Selection Quota","Hafiz e Quran",NTS,ECAT/MCAT,FA/FSC,BA/BSC,"English Marks",Offered
Bahawalpur,,No,50,0,702,0,94,"Not Offered"
OPEN,,No,54,0,872,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,45,0,539,0,113,"Not Offered"
Bahawalpur,,No,0,0,750,0,0,"Not Offered"
Bahawalpur,,No,50,0,979,0,126,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,53,0,958,0,138,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,54,0,733,0,154,"Not Offered"
Bahawalpur,,No,46,0,564,0,121,"Not Offered"
OPEN,,No,55,0,759,0,147,"Not Offered"
Bahawalpur,,No,52,0,681,0,152,"Not Offered"
OPEN,,No,57,0,766,0,127,"Not Offered"
Bahawalpur,,No,51,0,594,0,0,"Not Offered"
Bahawalpur,,No,0,0,818,0,0,Offered_IN_BWP_QUOTA
OPEN,,No,0,0,763,0,0,"Not Offered"
Bahawalpur,,No,0,0,695,0,0,"Not Offered"
OPEN,,No,0,0,860,0,,"Not Offered"
OPEN,,No,0,0,868,0,,"Not Offered"
OPEN,,No,0,0,601,0,,"Not Offered"
OPEN,,No,0,0,721,0,,"Not Offered"
Bahawalpur,,No,0,0,878,0,,Offered_IN_BWP_QUOTA
Bahawalpur,,No,63,63,969,0,,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,50,0,977,0,,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,62,0,914,0,,Offered_IN_OPEN_QUOTA
OPEN,,No,0,0,916,0,,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,0,0,880,0,,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,0,0,975,0,,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,60,0,770,0,163,"Not Offered"
Bahawalpur,,No,0,0,690,0,167,"Not Offered"
OPEN,,No,0,0,862,0,73,"Not Offered"
Bahawalpur,,No,0,0,556,0,130,"Not Offered"
Bahawalpur,,No,0,0,702,0,135,"Not Offered"
Bahawalpur,,Yes,50,0,544,0,101,"Not Offered"
OPEN,,No,0,0,697,0,49,"Not Offered"
Bahawalpur,,No,57,0,897,0,154,Offered_IN_BWP_QUOTA
Bahawalpur,,Yes,52,0,731,0,144,"Not Offered"
OPEN,,Yes,39,0,823,0,130,"Not Offered"
OPEN,,Yes,43,0,724,0,113,"Not Offered"
OPEN,,Yes,50,0,653,0,110,"Not Offered"
Bahawalpur,,Yes,36,0,616,0,131,"Not Offered"
Bahawalpur,,No,51,0,541,0,80,"Not Offered"
Bahawalpur,,No,48,0,855,0,170,Offered_IN_BWP_QUOTA
Bahawalpur,,Yes,30,0,807,0,0,"Not Offered"
Bahawalpur,,No,47,0,630,0,0,"Not Offered"
Bahawalpur,,No,50,0,629,0,115,"Not Offered"
Bahawalpur,,No,0,0,813,0,0,"Not Offered"
Bahawalpur,,No,0,0,702,0,0,"Not Offered"
Bahawalpur,,No,53,0,746,0,106,"Not Offered"
Bahawalpur,,No,50,0,598,0,0,"Not Offered"
OPEN,,No,0,0,748,0,130,"Not Offered"
Bahawalpur,,No,0,0,741,0,141,"Not Offered"
Bahawalpur,,No,0,0,775,0,120,"Not Offered"
Bahawalpur,,No,47,0,701,0,149,"Not Offered"
Bahawalpur,,No,50,0,642,0,0,"Not Offered"
Bahawalpur,,No,0,0,625,0,127,"Not Offered"
Bahawalpur,,Yes,0,0,702,0,121,"Not Offered"
OPEN,,No,0,0,869,0,0,"Not Offered"
Bahawalpur,,No,0,0,771,0,96,"Not Offered"
Bahawalpur,,No,53,0,576,0,118,"Not Offered"
Bahawalpur,,No,49,0,504,0,102,"Not Offered"
Bahawalpur,,No,48,0,708,0,139,"Not Offered"
Bahawalpur,,No,0,0,714,0,92,"Not Offered"
Bahawalpur,,No,50,0,830,0,171,Offered_IN_BWP_QUOTA
Bahawalpur,,No,47,0,894,0,55,Offered_IN_BWP_QUOTA
OPEN,,No,0,0,701,0,99,"Not Offered"
OPEN,,No,0,0,663,0,119,"Not Offered"
Bahawalpur,,No,0,0,683,0,119,"Not Offered"
Bahawalpur,,No,57,0,638,0,0,"Not Offered"
Bahawalpur,,No,41,0,729,0,0,"Not Offered"
Bahawalpur,,No,53,0,801,0,127,"Not Offered"
OPEN,,No,0,0,528,0,0,"Not Offered"
Bahawalpur,,No,48,0,726,0,131,"Not Offered"
OPEN,,No,45,45,931,0,168,"Not Offered"
Bahawalpur,,No,0,0,672,0,128,"Not Offered"
OPEN,,No,65,0,545,0,110,"Not Offered"
OPEN,,No,0,0,764,0,0,"Not Offered"
Bahawalpur,,No,62,0,708,0,0,"Not Offered"
OPEN,,No,41,0,794,0,167,"Not Offered"
Bahawalpur,,No,58,0,584,0,142,"Not Offered"
Bahawalpur,,No,0,0,963,0,158,Offered_IN_OPEN_QUOTA
OPEN,,No,0,0,835,0,0,"Not Offered"
Bahawalpur,,No,48,0,658,0,97,"Not Offered"
OPEN,,No,0,0,665,0,114,"Not Offered"
Bahawalpur,,No,0,0,648,0,120,"Not Offered"
OPEN,,No,0,0,657,0,145,"Not Offered"
Bahawalpur,,No,50,0,642,0,0,"Not Offered"
OPEN,,No,0,0,731,0,117,"Not Offered"
OPEN,,No,0,0,572,0,117,"Not Offered"
Bahawalpur,,No,49,0,701,0,147,"Not Offered"
OPEN,,No,32,0,597,0,89,"Not Offered"
Bahawalpur,,No,1,0,734,0,94,"Not Offered"
OPEN,,No,0,0,808,0,157,"Not Offered"
OPEN,,No,50,0,513,0,72,"Not Offered"
Bahawalpur,,No,43,0,640,0,119,"Not Offered"
OPEN,,No,46,0,669,0,0,"Not Offered"
OPEN,,No,0,0,670,0,126,"Not Offered"
Bahawalpur,,Yes,29,0,825,0,144,Offered_IN_BWP_QUOTA
Bahawalpur,,No,43,0,571,0,129,"Not Offered"
Bahawalpur,,No,60,0,938,0,168,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,51,0,536,0,109,"Not Offered"
OPEN,,No,0,0,624,0,79,"Not Offered"
Bahawalpur,,No,52,0,818,0,170,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,753,0,50,"Not Offered"
Bahawalpur,,No,44,0,840,0,126,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,723,0,131,"Not Offered"
OPEN,,No,44,0,752,0,135,"Not Offered"
Bahawalpur,,No,0,0,563,0,142,"Not Offered"
OPEN,,No,46,0,887,0,141,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,0,0,606,0,125,"Not Offered"
Bahawalpur,,No,49,0,600,0,103,"Not Offered"
OPEN,,No,0,0,748,0,129,"Not Offered"
OPEN,,No,0,0,862,0,113,"Not Offered"
Bahawalpur,,No,49,0,663,0,117,"Not Offered"
Bahawalpur,,No,54,0,757,0,144,"Not Offered"
OPEN,,No,0,0,609,0,0,"Not Offered"
Bahawalpur,,No,0,0,577,0,110,"Not Offered"
OPEN,,No,42,0,798,0,129,"Not Offered"
Bahawalpur,,No,44,0,783,0,0,"Not Offered"
Bahawalpur,,No,0,0,627,0,100,"Not Offered"
OPEN,,No,43,0,552,0,94,"Not Offered"
OPEN,,No,57,0,687,0,139,"Not Offered"
OPEN,,,0,0,504,0,0,"Not Offered"
Bahawalpur,,No,41,0,759,0,134,"Not Offered"
Bahawalpur,,No,53,0,760,0,137,"Not Offered"
Bahawalpur,,No,0,0,556,0,0,"Not Offered"
OPEN,,No,0,0,729,0,0,"Not Offered"
Bahawalpur,,No,0,0,824,0,139,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,658,0,134,"Not Offered"
Bahawalpur,,No,0,0,690,0,126,"Not Offered"
Bahawalpur,,No,59,0,641,0,164,"Not Offered"
Bahawalpur,,No,0,0,824,0,161,Offered_IN_BWP_QUOTA
Bahawalpur,,Yes,0,0,631,0,0,"Not Offered"
Bahawalpur,,No,0,0,637,0,0,"Not Offered"
OPEN,,No,40,0,528,0,95,"Not Offered"
OPEN,,No,61,0,775,0,0,"Not Offered"
Bahawalpur,,No,0,0,619,0,117,"Not Offered"
OPEN,,No,53,0,844,0,144,"Not Offered"
Bahawalpur,,No,0,0,628,0,99,"Not Offered"
Bahawalpur,,No,50,0,690,0,129,"Not Offered"
Bahawalpur,,No,0,0,721,0,138,"Not Offered"
Bahawalpur,,No,0,0,687,0,145,"Not Offered"
OPEN,,No,0,0,623,0,104,"Not Offered"
Bahawalpur,,No,24,24,902,0,149,Offered_IN_BWP_QUOTA
OPEN,,No,0,0,731,0,146,"Not Offered"
OPEN,,No,0,0,572,0,146,"Not Offered"
Bahawalpur,,No,0,0,830,0,57,"Not Offered"
Bahawalpur,,No,60,0,770,0,138,"Not Offered"
Bahawalpur,,No,42,0,725,0,105,"Not Offered"
OPEN,,No,0,0,692,0,153,"Not Offered"
OPEN,,No,0,0,746,0,81,"Not Offered"
Bahawalpur,,No,0,0,658,0,136,"Not Offered"
Bahawalpur,,No,0,0,636,0,136,"Not Offered"
Bahawalpur,,No,49,0,772,0,154,"Not Offered"
Bahawalpur,,No,56,0,828,0,156,Offered_IN_BWP_QUOTA
Bahawalpur,,No,47,0,559,0,100,"Not Offered"
OPEN,,No,45,0,554,0,0,"Not Offered"
Bahawalpur,,No,44,0,623,0,0,"Not Offered"
OPEN,,No,0,0,597,0,0,"Not Offered"
Bahawalpur,,No,56,0,809,0,0,"Not Offered"
Bahawalpur,,No,50,0,567,0,118,"Not Offered"
Bahawalpur,,No,0,0,569,0,103,"Not Offered"
Bahawalpur,,No,47,0,726,0,154,"Not Offered"
OPEN,,No,0,0,660,0,0,"Not Offered"
Bahawalpur,,No,49,0,650,0,0,"Not Offered"
OPEN,,No,22,22,785,0,0,"Not Offered"
Bahawalpur,,No,0,0,666,0,161,"Not Offered"
Bahawalpur,,No,44,0,666,0,118,"Not Offered"
OPEN,,No,57,0,856,0,149,"Not Offered"
Bahawalpur,,No,0,0,623,0,164,"Not Offered"
Bahawalpur,,No,50,0,756,0,143,"Not Offered"
OPEN,,Yes,53,0,784,0,135,"Not Offered"
Bahawalpur,,No,0,0,586,0,93,"Not Offered"
Bahawalpur,,No,63,0,713,0,147,"Not Offered"
OPEN,,No,0,0,756,0,139,"Not Offered"
Bahawalpur,,No,40,40,918,0,144,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,686,0,92,"Not Offered"
Bahawalpur,,No,65,0,765,0,163,"Not Offered"
Bahawalpur,,No,56,0,874,0,163,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,722,0,163,"Not Offered"
Bahawalpur,,No,64,64,993,0,175,"Not Offered"
Bahawalpur,,No,42,0,755,0,0,"Not Offered"
Bahawalpur,,No,63,0,912,0,149,Offered_IN_BWP_QUOTA
OPEN,,Yes,0,0,712,0,120,"Not Offered"
Bahawalpur,,No,50,0,796,0,140,"Not Offered"
OPEN,,No,0,0,548,0,84,"Not Offered"
OPEN,,No,0,0,504,0,0,"Not Offered"
Bahawalpur,,No,54,0,773,0,107,"Not Offered"
Bahawalpur,,No,0,0,550,0,106,"Not Offered"
Bahawalpur,,No,62,0,820,0,151,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,834,0,0,"Not Offered"
Bahawalpur,,No,0,0,603,0,105,"Not Offered"
OPEN,,No,50,0,699,0,130,"Not Offered"
Bahawalpur,,No,0,0,672,0,122,"Not Offered"
OPEN,,No,43,0,734,0,152,"Not Offered"
OPEN,,No,0,0,605,0,0,"Not Offered"
OPEN,,No,48,0,684,0,123,"Not Offered"
Bahawalpur,,No,0,0,760,0,122,"Not Offered"
OPEN,,No,40,0,809,0,162,"Not Offered"
Bahawalpur,,No,44,0,783,0,150,"Not Offered"
Bahawalpur,,No,44,0,662,0,115,"Not Offered"
Bahawalpur,,No,52,0,710,0,142,"Not Offered"
Bahawalpur,,No,50,0,737,0,120,"Not Offered"
Bahawalpur,,No,52,0,648,0,126,"Not Offered"
OPEN,,No,50,0,729,0,142,"Not Offered"
Bahawalpur,,No,45,0,672,0,132,"Not Offered"
Bahawalpur,,No,59,0,581,0,96,"Not Offered"
Bahawalpur,,No,0,0,901,0,167,Offered_IN_BWP_QUOTA
Bahawalpur,,No,56,0,802,0,143,Offered_IN_BWP_QUOTA
Bahawalpur,,No,48,0,525,0,0,"Not Offered"
Bahawalpur,,No,30,0,619,0,0,"Not Offered"
OPEN,,No,0,0,707,0,167,"Not Offered"
Bahawalpur,,No,0,0,604,0,147,"Not Offered"
Bahawalpur,,No,61,0,615,0,108,"Not Offered"
OPEN,,No,43,0,700,0,110,"Not Offered"
Bahawalpur,,No,40,40,918,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,50,0,642,0,45,"Not Offered"
OPEN,,Yes,0,0,712,0,0,"Not Offered"
Bahawalpur,,No,2147483647,0,738,0,,Offered_IN_BWP_QUOTA
Bahawalpur,,No,63,0,907,0,,Offered_IN_BWP_QUOTA
Bahawalpur,,No,52,0,885,0,,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,619,0,142,"Not Offered"
Bahawalpur,,No,67,0,611,0,0,"Not Offered"
Bahawalpur,,No,61,0,754,0,152,"Not Offered"
Bahawalpur,,No,59,0,748,0,154,"Not Offered"
OPEN,,No,46,0,554,0,144,"Not Offered"
Bahawalpur,,No,36,0,840,0,114,Offered_IN_BWP_QUOTA
OPEN,,No,0,0,684,0,0,"Not Offered"
OPEN,,No,0,0,700,0,144,"Not Offered"
OPEN,,No,0,0,816,0,135,"Not Offered"
OPEN,,No,77,0,843,0,160,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,32,0,580,0,0,"Not Offered"
Bahawalpur,,No,0,0,592,0,127,"Not Offered"
OPEN,,No,49,0,795,0,150,"Not Offered"
OPEN,,No,0,0,716,0,0,"Not Offered"
OPEN,,No,0,0,953,0,170,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,46,0,612,0,139,"Not Offered"
Bahawalpur,,No,0,0,629,0,108,"Not Offered"
Bahawalpur,,No,0,0,711,0,128,"Not Offered"
